question_id,survey_id,source_question_order,family,normalized_text,answer_type,base_n,unique_values,recovery_status,reuse_status,adapt_for,caveat
q_3cfca302481f,tally_nGNppz,32,other,Какой формат оплаты вам удобнее?,multi,104,10,verified,adapt,,
q_f8f630cc8d63,tally_wkRWzd,1,scenario,1. С какой целью вы обычно посещаете пекарню «Румяный каравай» в указанное время?,matrix,6,6,reconstructed,source_check,,matrix/UUID needs form schema
q_7605b5070f94,tally_wkRWzd,2,frequency,2. Как часто вы посещаете пекарни?,single,7,3,verified,ready,,
q_c2d93d0e9976,tally_wkRWzd,3,frequency,3. А как часто вы посещаете именно пекарню «Румяный каравай»?,single,7,3,verified,ready,,
q_1c1f259f47d8,tally_wkRWzd,4,channel,4. Где вы чаще всего покупаете следующие продукты,matrix,6,6,reconstructed,source_check,,matrix/UUID needs form schema
q_e6a3061698da,tally_wkRWzd,5,channel,5. Из каких источников информации вы узнаете про пекарни?,multi,7,6,verified,ready,,
q_63e57a4b9684,tally_wkRWzd,6,WTP,6. Сколько вы готовы потратить на покупки в пекарне?,single,7,6,verified,ready,,
q_177b831bf8b7,tally_wkRWzd,7,factor,"7. Оцените от 1 до 5 важность факторов выбора в пекарне, где 1 - это незначимый фактор, а 5 - самый значимый",matrix,7,7,reconstructed,source_check,,matrix/UUID needs form schema
q_eac335ba7ac9,tally_wkRWzd,8,awareness,8. Какие пекарни вы знаете?,single,7,7,verified,ready,,
q_855807f658af,tally_wkRWzd,9,behavior,9. Какие пекарни вы посещаете?,single,7,7,verified,ready,,
q_43f08daf44e0,tally_wkRWzd,10,other,10. Какие пекарни вы считаете лучшими?,single,7,7,verified,adapt,,
q_2eced8937fac,tally_wkRWzd,11,other,"11. Какая из известных вам пекарен, как вам кажется, предлагает самые доступные цены?",single,7,7,verified,adapt,,
q_6725e9cd175f,tally_wkRWzd,12,other,"12. По вашему мнению, какая пекарня быстрее всего обслуживает своих клиентов?",single,7,7,verified,adapt,,
q_931d17a78c55,tally_wkRWzd,13,other,"13. По вашему мнению, в какой пекарне самый широкий выбор ассортимента?",single,7,7,verified,adapt,,
q_a426a68cec08,tally_wkRWzd,14,other,"14. По вашему мнению, какая пекарня чаще остальных добавляет новые продукты в ассортимент?",single,7,6,verified,adapt,,
q_7a38a6b9ca20,tally_wkRWzd,15,other,"15. Какая пекарня, на ваш взгляд, предлагает самый особенный формат обслуживания и интерьер заведения? (например, европейская пекарня с французской кухней)",unknown,0,0,verified,adapt,,
q_baa6146bed8d,tally_wkRWzd,16,other,Внешний вид по 5,unknown,0,0,verified,adapt,,
q_46f9290fb734,tally_wkRWzd,17,other,улучшить во внешнем видео,unknown,0,0,verified,adapt,,
q_a41db7e0a969,tally_wkRWzd,18,other,PpqkbV,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_3b43556735da,tally_wkRWzd,19,other,Интерьер по 5,unknown,0,0,verified,adapt,,
q_95e8e69cc649,tally_wkRWzd,20,other,Что мы можем улучшить в интерьере пекарни?,unknown,0,0,verified,adapt,,
q_02032118867d,tally_wkRWzd,21,other,Что вам особенно нравится в интерьере пекарни?,unknown,0,0,verified,adapt,,
q_e55870201365,tally_wkRWzd,22,other,DBG1BN,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_f9df0b733dea,tally_wkRWzd,23,WTP,17. Готовы ли вы тратить время на дорогу до пекарни с лучшим ассортиментом выпечки?,multi,6,3,verified,ready,,
q_00a9ebd89d05,tally_wkRWzd,24,other,18. Чего Вам не хватает в товарном ассортименте пекарни «Румяный каравай»?,single,6,6,verified,adapt,,
q_9168e6fd1611,tally_wkRWzd,25,other,"19. Какое комбо-продуктов вы хотели бы видеть в меню пекарни? (например, булочка и чай за 150 рублей)",single,6,6,verified,adapt,,
q_b4373dbdb196,tally_wkRWzd,26,other,23. Выгоду,multi,7,7,verified,adapt,,
q_94fa7c19e93f,tally_wkRWzd,27,factor,"21.Оцените по 10-балльной шкале, с какой вероятностью Вы бы порекомендовали пекарню «Румяный каравай» своим знакомым?",numeric,5,4,verified,ready,,
q_5c0ae22b82b5,tally_wkRWzd,28,other,21. Что улучшить и чего не хватает?,single,2,2,verified,adapt,,
q_eaf8591629cd,tally_wkRWzd,29,other,21. Что нравится?,single,4,4,verified,adapt,,
q_1b3c65cba049,tally_wkRWzd,30,demographics,22. Какую пекарню «Румяный каравай» вы посещали? (заполняет интерьер в зависимости от места сбора данных),single,5,4,verified,adapt,,
q_ae001dff36de,tally_wkRWzd,31,other,23. В каком районе вы проживаете?,single,6,6,verified,adapt,,
q_e2f29be47f27,tally_wkRWzd,32,demographics,"24. Укажите, пожалуйста, ваш возраст:",single,7,4,verified,adapt,,
q_2e0ff561b6bd,tally_wkRWzd,33,demographics,25. Укажите Ваш род занятий,single,6,4,verified,adapt,,
q_3ce529550f4e,tally_wkRWzd,34,demographics,"26. Укажите, пожалуйста, уровень дохода вашей семьи в месяц:",multi,7,3,verified,adapt,,
q_bc8399c8e9e2,tally_wkRWzd,35,scenario,1. С какой целью вы обычно посещаете пекарню «Румяный каравай»?,matrix,1,1,reconstructed,source_check,,matrix/UUID needs form schema
q_65a37d9154c5,tally_wkRWzd,36,behavior,2. В какие дни недели вы обычно посещаете пекарню?,single,1,1,verified,ready,,
q_0d525f403ff5,tally_wkRWzd,37,channel,5. Где вы чаще всего покупаете следующие продукты,matrix,1,1,reconstructed,source_check,,matrix/UUID needs form schema
q_789bf0e61031,tally_wkRWzd,38,other,8. Повлияла бы скидка 30% на продукцию на ваше решение посетить пекарню утром или вечером?,single,1,1,verified,adapt,,
q_6b805335b815,tally_wkRWzd,39,barrier,"12. Назовите 2-3 причины, почему вы выбираете именно Румяный каравай для посещения?",single,1,1,verified,ready,,
q_761fe468eda3,tally_wkRWzd,40,other,"13. Предложите, что как вам кажется, можно было бы улучшить в пекарне Румяный каравай?",single,1,1,verified,adapt,,
q_870cfd3f8db0,tally_wkRWzd,41,other,"16. Какая пекарня, как вам кажется, предлагает наиболее простое и удобное обслуживания при посещении? (удобное меню по QR-коду, возможность оформить заказ с телефона и т.п.)",single,7,7,verified,adapt,,
q_3dc4662d3d1e,tally_wkRWzd,42,open,23. Другое,single,1,1,verified,ready,,
q_c65f0195f651,tally_wkRWzd,43,other,21. Какой из следующих комбо-продуктов вы хотели бы видеть в меню пекарни?,multi,1,1,verified,adapt,,
q_2d6fad9f0974,tally_wkRWzd,44,demographics,"22. Укажите, пожалуйста, ваш пол:",single,1,1,verified,adapt,,
q_5f5868593236,tally_wkRWzd,45,factor,"21. Оцените по 10-балльной шкале, с какой вероятностью Вы бы порекомендовали пекарню «Румяный каравай» своим знакомым?",numeric,1,1,verified,ready,,
q_189d198eb69f,tally_mYGqV5,1,demographics,Укажите город проживания,single,10,4,verified,adapt,,
q_c64fd6f2dc0a,tally_mYGqV5,2,other,rjq1Q5,single,1,1,unreliable,source_check,,matrix/UUID needs form schema
q_04f1b86529a3,tally_mYGqV5,3,demographics,Для покупок каких категорий/услуг и как часто ты используешь программы лояльности?,matrix,10,10,reconstructed,source_check,,matrix/UUID needs form schema
q_a0096e99d947,tally_mYGqV5,4,channel,"В каких сервисах/заведениях/магазинах ты привык копить баллы или бонусы, а в каких тратить?",matrix,10,9,reconstructed,source_check,,matrix/UUID needs form schema
