pattern_id,survey_id,input_signal,slide_type,example_title,reuse_condition
sp_0e7ef30389ef,tally_mR5L8p,factor,factor hierarchy,"factor hierarchy: 3.7 Пожалуйста, оцените насколько важны для Вас следующие ценности при выборе ра",Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_f6d05d7615e0,tally_mR5L8p,factor,factor hierarchy,factor hierarchy: 3.8 Оцените насколько эти ценности проявлены в компании «Главстрой Санкт-Петербу,Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_8e2e8334abb9,tally_mR5L8p,factor,factor hierarchy,"factor hierarchy: 3. 9 Оцените представленные ниже факторы по шкале от 1 до 5, где:",Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_3c4b060f94b9,tally_mR5L8p,factor,factor hierarchy,"factor hierarchy: Оцените, пожалуйста, по шкале от 1 до 10, насколько вы готовы рекомендовать нашу",Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_cbb728921b48,tally_GxKD0e,barrier,barrier map,barrier map: 3) Что чаще всего служит для Вас причиной посещения стоматологии?,Use for B2C Choice / healthcare when barrier is decision-relevant.
sp_15befba8a519,tally_GxKD0e,behavior,behavior baseline,"behavior baseline: 4) Выберите те услуги, которые Вы посещали в течение последнего года?",Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_679c27d1f7dc,tally_GxKD0e,frequency,behavior baseline,behavior baseline: 5) Как часто посещаете стоматологическую клинику?,Use for B2C Choice / healthcare when frequency is decision-relevant.
sp_72b15d698deb,tally_GxKD0e,behavior,behavior baseline,behavior baseline: 5.1) Почему так редко посещаете стоматологию?,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_bf8338be6d8a,tally_GxKD0e,behavior,behavior baseline,behavior baseline: 6) Какие клиники вы посещаете?,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_7f4f441ef4b2,tally_GxKD0e,barrier,barrier map,barrier map: 6.1) По какой причине вы выбираете именно частные/государственные клиники?,Use for B2C Choice / healthcare when barrier is decision-relevant.
sp_307586cd4e94,tally_GxKD0e,barrier,barrier map,"barrier map: 9) Бывало ли у вас такое, что вы не завершили лечение или решили отказаться от у",Use for B2C Choice / healthcare when barrier is decision-relevant.
sp_633435a228c4,tally_GxKD0e,barrier,barrier map,barrier map: 9.1) С чем связан ваш отказ от дальнейшего лечения в клинике?,Use for B2C Choice / healthcare when barrier is decision-relevant.
sp_28ce891540df,tally_GxKD0e,factor,factor hierarchy,"factor hierarchy: 10) Оцените от 1 до 5 важность факторов выбора стоматологии, где 1 – это незначи",Use for B2C Choice / healthcare when factor is decision-relevant.
sp_80f7741b6306,tally_GxKD0e,behavior,behavior baseline,"behavior baseline: 11) Выберете условия, при которых вы готовы сменить клинику на новую:",Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_b2c5528c14a4,tally_GxKD0e,trust,QFD,QFD: 16) Какая стоматология предлагает лучшее качество обслуживания?,Use for B2C Choice / healthcare when trust is decision-relevant.
sp_7244ed452c8b,tally_GxKD0e,awareness,brand funnel,brand funnel: 19) Какие стоматологии в Москве Вы знаете?,Use for B2C Choice / healthcare when awareness is decision-relevant.
sp_42de3077eba9,tally_GxKD0e,behavior,behavior baseline,behavior baseline: 20) Какие стоматологии в Москве Вы посещаете?,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_6dd0f0aa0569,tally_GxKD0e,factor,factor hierarchy,"factor hierarchy: 23) Оцените по 10-ти бальной шкале, с какой вероятностью Вы бы порекомендовали с",Use for B2C Choice / healthcare when factor is decision-relevant.
sp_acb607d3800a,tally_GxKD0e,trust,QFD,"QFD: Что мы можем улучшить, чтобы вы порекомендовали стоматологическую клинику «Докто",Use for B2C Choice / healthcare when trust is decision-relevant.
sp_21d8176735d8,tally_GxKD0e,scenario,JTBD map,"JTBD map: 12) Какие переживания или страхи возникают у вас, когда Вы обращаетесь в частную",Use for B2C Choice / healthcare when scenario is decision-relevant.
sp_bbd40b1cc72e,tally_Zj8dZ5,scenario,JTBD map,JTBD map: 6. Когда вы последний раз покупали камин/печь?,Use for B2C Choice / home/electronics when scenario is decision-relevant.
sp_10ead283e4e5,tally_Zj8dZ5,factor,factor hierarchy,factor hierarchy: 7. Что для вас было важнее на старте выбора?,Use for B2C Choice / home/electronics when factor is decision-relevant.
sp_12f0e37fb286,tally_Zj8dZ5,behavior,behavior baseline,behavior baseline: 8. На каком этапе вы находитесь?,Use for B2C Choice / home/electronics when behavior is decision-relevant.
sp_12ab6bf970e3,tally_Zj8dZ5,WTP,price ladder,price ladder: 10. Насколько неожиданной была цена дымохода?,Use for B2C Choice / home/electronics when WTP is decision-relevant.
sp_64152760834a,tally_Zj8dZ5,factor,factor hierarchy,"factor hierarchy: 11. Согласны ли вы с утверждением: «До покупки я недооценивал(а), насколько важе",Use for B2C Choice / home/electronics when factor is decision-relevant.
sp_6ce649654a34,tally_Zj8dZ5,scenario,JTBD map,JTBD map: 14. С какой целью покупался дымоход?,Use for B2C Choice / home/electronics when scenario is decision-relevant.
sp_ee88b5b10478,tally_Zj8dZ5,channel,channel/trust map,channel/trust map: 17. Где вы его приобрели?,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_23320534de96,tally_Zj8dZ5,WTP,price ladder,price ladder: 19. Сколько потратили на дымоход (без монтажа)?,Use for B2C Choice / home/electronics when WTP is decision-relevant.
sp_422392fe2bf3,tally_Zj8dZ5,factor,factor hierarchy,factor hierarchy: 20. Какие характеристики дымохода важны для вас? Выберите все подходящие (множес,Use for B2C Choice / home/electronics when factor is decision-relevant.
sp_8e127b58bbfc,tally_Zj8dZ5,awareness,brand funnel,brand funnel: 23. Какие бренды вам знакомы?,Use for B2C Choice / home/electronics when awareness is decision-relevant.
sp_196781490d45,tally_Zj8dZ5,awareness,brand funnel,brand funnel: 24. Какие бренды вы считаете лучшими?,Use for B2C Choice / home/electronics when awareness is decision-relevant.
sp_74bdd09209c7,tally_Zj8dZ5,switching,barrier map,"barrier map: 29. Я рассматривал альтернативы, так как искал (выберите все подходящие параметр",Use for B2C Choice / home/electronics when switching is decision-relevant.
